Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
NCI06,11.3,0.04771769,19,OUT046,Household,179.666,High,3,Tier 1,Supermarket Type1,2830.269468,1.84
NCV54,11.1,0.038377364,19,OUT046,Household,119.1124,Medium,3,Tier 1,Supermarket Type1,1303.6364,0.847
FDZ23,17.75,0.067490036,12,OUT035,Baking Goods,185.224,High,3,Tier 2,Supermarket Type1,6338.416,4.12
FDA16,6.695,0.033978113,19,OUT046,Frozen Foods,219.4456,Very_High,3,Tier 1,Supermarket Type1,3094.6384,2.012
FDK56,9.695,0.129998012,19,OUT046,Fruits and Vegetables,185.1898,High,3,Tier 1,Supermarket Type1,2926.763401,1.902
FDB21,7.475,0.260040407,31,OUT019,Fruits and Vegetables,241.9854,Very_High,3,Tier 1,Grocery Store,1893.990862,1.231
FDA15,9.3,0.016009057,29,OUT013,Dairy,250.6092,Very_High,1,Tier 3,Supermarket Type1,6474.2392,4.208
FDT35,19.85,0.081439977,12,OUT035,Breads,168.9816,High,3,Tier 2,Supermarket Type1,2872.127482,1.867
NCI43,19.85,0.025947095,29,OUT013,Household,46.9376,Low,1,Tier 3,Supermarket Type1,575.2512,0.374
NCP53,14.75,0.033024328,7,OUT018,Health and Hygiene,236.6906,Very_High,2,Tier 3,Supermarket Type2,3089.9778,2.008
NCK18,9.6,0.006692529,29,OUT013,Household,164.9184,High,1,Tier 3,Supermarket Type1,2972.1312,1.932
FDQ01,19.7,0.160671255,12,OUT035,Canned,254.7014,Very_High,3,Tier 2,Supermarket Type1,3570.0196,2.321
FDT40,5.985,0.095715608,29,OUT013,Frozen Foods,125.8678,Medium,1,Tier 3,Supermarket Type1,3560.6984,2.314
FDJ46,11.1,0.044823438,19,OUT046,Snack Foods,174.2054,High,3,Tier 1,Supermarket Type1,1926.1594,1.252
FDW34,9.6,0.062294473,31,OUT019,Snack Foods,242.417,Very_High,3,Tier 1,Grocery Store,486.034,0.316
DRK39,7.02,0.049623924,31,OUT027,Dairy,83.225,Medium,2,Tier 3,Supermarket Type3,1498.05,0.974
FDU56,16.85,0.04466528,9,OUT017,Fruits and Vegetables,184.9266,High,2,Tier 2,Supermarket Type1,3041.322289,1.977
FDN08,7.72,0.088364662,19,OUT046,Fruits and Vegetables,118.7466,Medium,3,Tier 1,Supermarket Type1,1944.176651,1.264
FDI58,7.64,0.070645636,29,OUT013,Snack Foods,91.212,Medium,1,Tier 3,Supermarket Type1,466.06,0.303
FDI33,16.5,0.028534583,7,OUT018,Snack Foods,89.8146,Medium,2,Tier 3,Supermarket Type2,1184.191407,0.77
FDA11,7.75,0.043306047,17,OUT049,Baking Goods,95.3436,Medium,2,Tier 1,Supermarket Type1,1641.004298,1.067
FDE53,10.895,0.026934673,14,OUT045,Frozen Foods,106.128,Medium,2,Tier 2,Supermarket Type1,319.584,0.208
NCK31,10.895,0.027200767,9,OUT017,Others,51.6666,Low,2,Tier 2,Supermarket Type1,945.7611777,0.615
FDC45,17.0,0.148503397,9,OUT017,Fruits and Vegetables,169.1106,High,2,Tier 2,Supermarket Type1,2777.403631,1.805
FDR13,9.895,0.028883289,9,OUT017,Canned,116.6492,Medium,2,Tier 2,Supermarket Type1,2025.429177,1.317
FDX26,17.7,0.087986599,14,OUT045,Dairy,181.4292,High,2,Tier 2,Supermarket Type1,2918.8672,1.897
FDY59,8.195,0.031403441,19,OUT046,Baking Goods,93.8462,Medium,3,Tier 1,Supermarket Type1,647.8234,0.421
FDD08,8.3,0.059175953,18,OUT010,Fruits and Vegetables,37.8506,Low,2,Tier 3,Grocery Store,-1265.052585,-0.822
NCO54,19.5,0.014296484,17,OUT049,Household,53.7614,Low,2,Tier 1,Supermarket Type1,1436.7964,0.934
NCP29,8.42,0.112728355,7,OUT018,Health and Hygiene,65.8168,Low,2,Tier 3,Supermarket Type2,830.9184,0.54
FDR19,13.5,0.279650277,31,OUT019,Fruits and Vegetables,147.3102,High,3,Tier 1,Grocery Store,462.1397291,0.3
DRA59,8.27,0.127821472,29,OUT013,Soft Drinks,185.9924,High,1,Tier 3,Supermarket Type1,555.2772,0.361
FDW34,9.6,0.035406842,31,OUT027,Snack Foods,244.317,Very_High,2,Tier 3,Supermarket Type3,8262.578,5.371
FDV21,11.5,0.171429906,14,OUT045,Snack Foods,125.8704,Medium,2,Tier 2,Supermarket Type1,1928.815547,1.254
FDR01,5.405,0.05336162,31,OUT027,Canned,200.1742,High,2,Tier 3,Supermarket Type3,6171.3002,4.011
NCE06,5.825,0.091627467,17,OUT049,Household,161.6894,High,2,Tier 1,Supermarket Type1,2640.041671,1.716
FDP15,15.2,0.146972598,31,OUT019,Meat,256.333,Very_High,3,Tier 1,Grocery Store,2137.162632,1.389
FDS31,13.1,0.044184016,12,OUT035,Fruits and Vegetables,182.4318,High,3,Tier 2,Supermarket Type1,3087.361735,2.007
FDJ09,15.0,0.058632705,7,OUT018,Snack Foods,46.4744,Low,2,Tier 3,Supermarket Type2,543.2928,0.353
FDV32,7.785,0.088691614,12,OUT035,Fruits and Vegetables,61.851,Low,3,Tier 2,Supermarket Type1,1454.773,0.946
DRE03,19.6,0.024206741,29,OUT013,Dairy,47.0718,Low,1,Tier 3,Supermarket Type1,827.659703,0.538
FDL28,10.0,0.063121982,29,OUT013,Frozen Foods,231.7668,Very_High,1,Tier 3,Supermarket Type1,460.7336,0.299
NCE19,8.97,0.092997032,12,OUT035,Household,55.2956,Low,3,Tier 2,Supermarket Type1,873.5296,0.568
NCE31,7.67,0.183948465,31,OUT027,Household,33.6216,Low,2,Tier 3,Supermarket Type3,934.7832,0.608
FDL51,20.7,0.047261392,31,OUT027,Dairy,213.5876,Very_High,2,Tier 3,Supermarket Type3,4878.546936,3.171
FDV44,8.365,0.039844429,19,OUT046,Fruits and Vegetables,190.1188,High,3,Tier 1,Supermarket Type1,1904.188,1.238
FDC39,7.405,0.159062948,29,OUT013,Dairy,208.9296,Very_High,1,Tier 3,Supermarket Type1,2700.4848,1.755
FDL09,19.6,0.127416049,31,OUT027,Snack Foods,167.4816,High,2,Tier 3,Supermarket Type3,1006.6896,0.654
FDT23,7.72,0.074369587,31,OUT027,Breads,79.3986,Medium,2,Tier 3,Supermarket Type3,2785.209811,1.81
FDX28,6.325,0.125073951,29,OUT013,Frozen Foods,100.6042,Medium,1,Tier 3,Supermarket Type1,1642.360627,1.068
FDB47,8.8,0.071415882,12,OUT035,Snack Foods,210.5612,Very_High,3,Tier 2,Supermarket Type1,3475.89496,2.259
FDW59,13.15,0.020748121,17,OUT049,Breads,82.7566,Medium,2,Tier 1,Supermarket Type1,1449.3941,0.942
FDQ22,16.75,0.029739652,19,OUT046,Snack Foods,37.7822,Low,3,Tier 1,Supermarket Type1,650.9588418,0.423
DRH11,5.98,0.075675438,17,OUT049,Hard Drinks,53.3614,Low,2,Tier 1,Supermarket Type1,331.5684,0.216
FDT04,17.25,0.106952661,29,OUT013,Frozen Foods,38.3822,Low,1,Tier 3,Supermarket Type1,678.0825638,0.441
FDQ19,7.35,0.024044279,18,OUT010,Fruits and Vegetables,241.0512,Very_High,2,Tier 3,Grocery Store,242.3512,0.158
NCH54,13.5,0.12163321,18,OUT010,Household,161.692,High,2,Tier 3,Grocery Store,159.792,0.104
FDU21,11.8,0.077154417,9,OUT017,Snack Foods,35.7558,Low,2,Tier 2,Supermarket Type1,577.2486,0.375
FDZ60,20.5,0.11960388,14,OUT045,Baking Goods,107.9596,Medium,2,Tier 2,Supermarket Type1,1659.638574,1.079
FDQ33,13.35,0.091207161,19,OUT046,Snack Foods,151.8708,High,3,Tier 1,Supermarket Type1,2415.262968,1.57
FDA44,19.7,0.053439522,7,OUT018,Fruits and Vegetables,55.093,Low,2,Tier 3,Supermarket Type2,1018.674,0.662
FDN13,18.6,0.266234421,31,OUT019,Breakfast,98.5358,Medium,3,Tier 1,Grocery Store,402.1432,0.261
DRK59,8.895,0.075084457,31,OUT027,Hard Drinks,233.9616,Very_High,2,Tier 3,Supermarket Type3,4452.8704,2.894
NCF54,18.0,0.079299474,18,OUT010,Household,170.5422,High,2,Tier 3,Grocery Store,344.8844,0.224
FDH26,19.25,0.034841089,7,OUT018,Canned,141.1496,High,2,Tier 3,Supermarket Type2,282.2992,0.183
DRK11,8.21,0.01082531,9,OUT017,Hard Drinks,150.2392,High,2,Tier 2,Supermarket Type1,2506.878717,1.629
FDX58,13.15,0.043727261,29,OUT013,Snack Foods,182.595,High,1,Tier 3,Supermarket Type1,3478.805,2.261
DRG23,8.88,0.086781204,19,OUT046,Hard Drinks,152.2682,High,3,Tier 1,Supermarket Type1,1829.6184,1.189
NCA41,16.75,0.032586709,19,OUT046,Health and Hygiene,191.9162,High,3,Tier 1,Supermarket Type1,4040.7402,2.626
NCM26,20.5,0.023190134,14,OUT045,Others,153.434,High,2,Tier 2,Supermarket Type1,3981.484,2.588
FDF21,10.3,0.102999154,31,OUT019,Fruits and Vegetables,187.953,High,3,Tier 1,Grocery Store,1124.653039,0.731
FDG33,5.365,0.140123575,29,OUT013,Seafood,172.0764,High,1,Tier 3,Supermarket Type1,2748.4224,1.786
FDX35,5.035,0.079523572,31,OUT027,Breads,226.9036,Very_High,2,Tier 3,Supermarket Type3,5079.162436,3.301
FDO57,20.75,0.109153001,7,OUT018,Snack Foods,161.3578,High,2,Tier 3,Supermarket Type2,4492.8184,2.92
FDS48,15.15,0.027644732,31,OUT027,Baking Goods,149.4708,High,2,Tier 3,Supermarket Type3,3159.8868,2.054
DRD25,6.135,0.138269873,31,OUT019,Soft Drinks,111.686,Medium,3,Tier 1,Grocery Store,452.744,0.294
FDN28,5.88,0.030371121,7,OUT018,Frozen Foods,101.799,Medium,2,Tier 3,Supermarket Type2,1960.781,1.275
FDO27,6.175,0.179806961,7,OUT018,Meat,95.2752,Medium,2,Tier 3,Supermarket Type2,1534.0032,0.997
DRI49,14.15,0.183472595,12,OUT035,Soft Drinks,82.0276,Medium,3,Tier 2,Supermarket Type1,1624.552,1.056
FDM25,10.695,0.060912865,7,OUT018,Breakfast,173.8712,High,2,Tier 3,Supermarket Type2,4570.0512,2.971
FDK02,12.5,0.112859454,9,OUT017,Canned,118.344,Medium,2,Tier 2,Supermarket Type1,2157.192,1.402
DRH39,20.7,0.1551444,18,OUT010,Dairy,75.867,Medium,2,Tier 3,Grocery Store,-689.2478932,-0.448
DRE03,19.6,0.024363939,9,OUT017,Dairy,46.3718,Low,2,Tier 2,Supermarket Type1,661.8052,0.43
FDB38,19.5,0.029670107,31,OUT019,Canned,160.692,High,3,Tier 1,Grocery Store,319.584,0.208
FDK56,9.695,0.130527569,7,OUT018,Fruits and Vegetables,188.9898,High,2,Tier 3,Supermarket Type2,2709.271651,1.761
FDP04,15.35,0.013812772,19,OUT046,Frozen Foods,64.7168,Low,3,Tier 1,Supermarket Type1,1022.6688,0.665
FDU44,12.15,0.058756205,9,OUT017,Fruits and Vegetables,161.0552,High,2,Tier 2,Supermarket Type1,3411.5592,2.218
DRF36,16.1,0.039463564,18,OUT010,Soft Drinks,189.9846,High,2,Tier 3,Grocery Store,191.0846,0.124
NCF30,17.0,0.126958147,9,OUT017,Household,125.8362,Medium,2,Tier 2,Supermarket Type1,2516.724,1.636
FDT58,9.0,0.085938463,12,OUT035,Snack Foods,168.6816,High,3,Tier 2,Supermarket Type1,1342.2528,0.872
FDU51,20.2,0.096513676,19,OUT046,Meat,178.7028,High,3,Tier 1,Supermarket Type1,2876.440995,1.87
FDY34,10.5,0.011026594,7,OUT018,Snack Foods,166.4842,High,2,Tier 3,Supermarket Type2,2652.5472,1.724
FDL27,6.17,0.010674255,7,OUT018,Meat,63.4826,Low,2,Tier 3,Supermarket Type2,774.9912,0.504
FDZ33,10.195,0.107376743,12,OUT035,Snack Foods,147.6076,High,3,Tier 2,Supermarket Type1,3547.3824,2.306
NCP43,17.75,0.053413906,31,OUT019,Others,181.766,High,3,Tier 1,Grocery Store,179.766,0.117
NCQ42,20.35,0.039428167,7,OUT018,Household,127.9678,Medium,2,Tier 3,Supermarket Type2,3560.6984,2.314
FDT28,13.3,0.063258348,31,OUT027,Frozen Foods,149.3708,High,2,Tier 3,Supermarket Type3,3832.005276,2.491
NCL42,18.85,0.040363971,12,OUT035,Household,244.0144,Very_High,3,Tier 2,Supermarket Type1,3977.584332,2.585
NCP30,20.5,0.032610007,31,OUT027,Household,37.4822,Low,2,Tier 3,Supermarket Type3,942.7728,0.613
FDR27,15.1,0.096020459,29,OUT013,Meat,133.7942,Medium,1,Tier 3,Supermarket Type1,2384.8956,1.55
FDU37,9.5,0.10400212,31,OUT027,Canned,79.796,Medium,2,Tier 3,Supermarket Type3,4074.696,2.649
FDB45,20.85,0.021450443,9,OUT017,Fruits and Vegetables,103.6306,Medium,2,Tier 2,Supermarket Type1,1780.698229,1.157
FDE33,19.35,0.049916364,9,OUT017,Fruits and Vegetables,80.2644,Medium,2,Tier 2,Supermarket Type1,942.7728,0.613
FDX45,16.75,0.104835967,12,OUT035,Snack Foods,154.863,High,3,Tier 2,Supermarket Type1,2604.066442,1.693
DRF25,9.0,0.038736754,31,OUT027,Soft Drinks,37.319,Low,2,Tier 3,Supermarket Type3,1281.665,0.833
FDA52,16.2,0.128621941,17,OUT049,Frozen Foods,175.537,High,2,Tier 1,Supermarket Type1,3528.74,2.294
FDC47,15.0,0.119075479,17,OUT049,Snack Foods,229.7694,Very_High,2,Tier 1,Supermarket Type1,3719.968327,2.418
FDL24,10.3,0.024896589,19,OUT046,Baking Goods,173.2422,High,3,Tier 1,Supermarket Type1,2803.145403,1.822
FDS04,10.195,0.245483691,18,OUT010,Frozen Foods,141.8838,High,2,Tier 3,Grocery Store,280.9676,0.183
FDL46,20.35,0.054056927,19,OUT046,Snack Foods,116.8466,Medium,3,Tier 1,Supermarket Type1,2356.932,1.532
NCR30,20.6,0.071136948,14,OUT045,Household,76.3696,Medium,2,Tier 2,Supermarket Type1,372.848,0.242
DRC12,17.85,0.037826873,19,OUT046,Soft Drinks,189.7188,High,3,Tier 1,Supermarket Type1,2285.0256,1.485
FDX21,7.05,0.1422157,18,OUT010,Snack Foods,108.7912,Medium,2,Tier 3,Grocery Store,109.1912,0.071
DRH15,8.775,0.110134175,14,OUT045,Dairy,43.4428,Low,2,Tier 2,Supermarket Type1,656.6925981,0.427
FDK44,16.6,0.122204371,12,OUT035,Fruits and Vegetables,173.5738,High,3,Tier 2,Supermarket Type1,1911.5118,1.242
FDR34,17.0,0.015952023,29,OUT013,Snack Foods,227.3352,Very_High,1,Tier 3,Supermarket Type1,3677.774648,2.391
DRM49,6.11,0.151827552,29,OUT013,Soft Drinks,43.0086,Low,1,Tier 3,Supermarket Type1,490.6946,0.319
NCE30,16.0,0.098655965,31,OUT027,Household,212.9902,Very_High,2,Tier 3,Supermarket Type3,4791.145855,3.114
FDM20,10.0,0.038764258,14,OUT045,Fruits and Vegetables,246.2144,Very_High,2,Tier 2,Supermarket Type1,3823.94077,2.486
FDX23,6.445,0.029547979,31,OUT027,Baking Goods,96.5436,Medium,2,Tier 3,Supermarket Type3,3015.420675,1.96
FDQ27,5.19,0.044502932,9,OUT017,Meat,101.699,Medium,2,Tier 2,Supermarket Type1,1789.829146,1.163
FDH45,15.1,0.106097275,7,OUT018,Fruits and Vegetables,43.2796,Low,2,Tier 3,Supermarket Type2,123.8388,0.08
FDT04,17.25,0.187416266,31,OUT019,Frozen Foods,37.5822,Low,3,Tier 1,Grocery Store,-1273.174632,-0.828
FDN39,19.35,0.065520388,19,OUT046,Meat,168.3816,High,3,Tier 1,Supermarket Type1,1342.2528,0.872
FDL24,10.3,0.02494708,14,OUT045,Baking Goods,172.3422,High,2,Tier 2,Supermarket Type1,5690.5926,3.699
FDR16,5.845,0.175778605,18,OUT010,Frozen Foods,214.9218,Very_High,2,Tier 3,Grocery Store,1513.942577,0.984
FDU14,17.75,0.058168807,18,OUT010,Dairy,249.575,Very_High,2,Tier 3,Grocery Store,499.35,0.325
NCU30,5.11,0.034945416,14,OUT045,Household,161.121,High,2,Tier 2,Supermarket Type1,2609.936,1.696
NCH42,6.86,0.036530411,12,OUT035,Household,227.801,Very_High,3,Tier 2,Supermarket Type1,3904.917,2.538
FDD36,13.3,0.021273561,19,OUT046,Baking Goods,117.8124,Medium,3,Tier 1,Supermarket Type1,1897.370051,1.233
DRI03,6.03,0.022703693,19,OUT046,Dairy,177.9028,High,3,Tier 1,Supermarket Type1,4781.7756,3.108
NCT42,5.88,0.02488732,19,OUT046,Household,147.5392,High,3,Tier 1,Supermarket Type1,2684.5056,1.745
FDO39,6.985,0.137580452,17,OUT049,Meat,182.8608,High,2,Tier 1,Supermarket Type1,4042.7376,2.628
FDI27,8.71,0.045763623,31,OUT027,Dairy,43.8744,Low,2,Tier 3,Supermarket Type3,1222.4088,0.795
NCY41,16.75,0.126765903,18,OUT010,Health and Hygiene,35.7532,Low,2,Tier 3,Grocery Store,143.8128,0.093
FDV45,16.75,0.045117476,17,OUT049,Snack Foods,187.9556,High,2,Tier 1,Supermarket Type1,2440.8228,1.587
FDF16,7.3,0.086060695,29,OUT013,Frozen Foods,149.8076,High,1,Tier 3,Supermarket Type1,2808.3444,1.825
DRD37,9.8,0.013869809,14,OUT045,Soft Drinks,47.406,Low,2,Tier 2,Supermarket Type1,978.726,0.636
FDC15,18.1,0.177107232,31,OUT027,Dairy,157.5288,High,2,Tier 3,Supermarket Type3,3939.677646,2.561
FDJ32,10.695,0.057744249,29,OUT013,Fruits and Vegetables,61.2536,Low,1,Tier 3,Supermarket Type1,673.7896,0.438
FDA46,13.6,0.117874024,14,OUT045,Snack Foods,193.6136,High,2,Tier 2,Supermarket Type1,4471.5128,2.906
FDP08,20.5,0.113045883,9,OUT017,Fruits and Vegetables,194.1478,High,2,Tier 2,Supermarket Type1,2906.217,1.889
FDX57,17.25,0.047533568,9,OUT017,Snack Foods,96.9068,Medium,2,Tier 2,Supermarket Type1,1458.102,0.948
FDX35,5.035,0.079844043,29,OUT013,Breads,226.3036,Very_High,1,Tier 3,Supermarket Type1,4098.6648,2.664
FDI41,18.5,0.062510529,7,OUT018,Frozen Foods,146.8418,High,2,Tier 3,Supermarket Type2,2059.9852,1.339
DRL49,13.15,0.056543464,14,OUT045,Soft Drinks,140.5812,High,2,Tier 2,Supermarket Type1,427.4436,0.278
FDK04,7.36,0.087559621,18,OUT010,Frozen Foods,55.2588,Low,2,Tier 3,Grocery Store,229.0352,0.149
NCF31,9.13,0.052058629,7,OUT018,Household,150.6024,High,2,Tier 3,Supermarket Type2,1821.6288,1.184
FDQ28,14.0,0.060134441,31,OUT027,Frozen Foods,153.0656,High,2,Tier 3,Supermarket Type3,6024.1584,3.916
NCK53,11.6,0.065799906,31,OUT019,Health and Hygiene,101.1042,Medium,3,Tier 1,Grocery Store,-289.1040421,-0.188
NCM19,12.65,0.047310687,17,OUT049,Others,113.3202,Medium,2,Tier 1,Supermarket Type1,1895.533362,1.232
FDY03,17.6,0.076121831,19,OUT046,Meat,111.7202,Medium,3,Tier 1,Supermarket Type1,1125.202,0.731
FDJ56,8.985,0.183368339,12,OUT035,Fruits and Vegetables,100.07,Medium,3,Tier 2,Supermarket Type1,1737.543088,1.129
FDG31,12.15,0.066351687,31,OUT019,Meat,65.0826,Low,3,Tier 1,Grocery Store,193.7478,0.126
FDT25,7.5,0.050505213,31,OUT027,Canned,123.7072,Medium,2,Tier 3,Supermarket Type3,3434.522396,2.232
FDV09,12.1,0.020684919,9,OUT017,Snack Foods,148.5734,High,2,Tier 2,Supermarket Type1,1336.2606,0.869
NCS18,12.65,0.042449883,9,OUT017,Household,107.3938,Medium,2,Tier 2,Supermarket Type1,1810.30752,1.177
FDB03,17.75,0.274592283,31,OUT019,Dairy,242.2538,Very_High,3,Tier 1,Grocery Store,1940.502861,1.261
FDW16,17.35,0.041439718,29,OUT013,Frozen Foods,93.7804,Medium,1,Tier 3,Supermarket Type1,2848.2924,1.851
FDB36,5.465,0.048801674,9,OUT017,Baking Goods,132.1626,Medium,2,Tier 2,Supermarket Type1,1573.9512,1.023
FDK50,7.96,0.028357839,12,OUT035,Canned,163.2894,High,3,Tier 2,Supermarket Type1,4530.1032,2.945
NCP06,20.7,0.039306822,17,OUT049,Household,150.7366,High,2,Tier 1,Supermarket Type1,3325.0052,2.161
FDY45,17.5,0.026142114,19,OUT046,Snack Foods,256.3356,Very_High,3,Tier 1,Supermarket Type1,4052.073668,2.634
NCC54,17.75,0.171079215,31,OUT019,Health and Hygiene,240.4196,Very_High,3,Tier 1,Grocery Store,1860.792473,1.21
NCM26,20.5,0.025325158,7,OUT018,Others,153.334,High,2,Tier 3,Supermarket Type2,2148.497121,1.397
FDI24,10.3,0.079064574,7,OUT018,Baking Goods,178.237,High,2,Tier 3,Supermarket Type2,2550.855635,1.658
FDI57,19.85,0.05410964,17,OUT049,Seafood,195.0768,High,2,Tier 1,Supermarket Type1,1970.768,1.281
FDX58,13.15,0.044011225,9,OUT017,Snack Foods,181.295,High,2,Tier 2,Supermarket Type1,4028.09,2.618
FDZ32,7.785,0.037948091,31,OUT027,Fruits and Vegetables,105.9964,Medium,2,Tier 3,Supermarket Type3,3205.306814,2.083
NCL42,18.85,0.040338009,29,OUT013,Household,246.7144,Very_High,1,Tier 3,Supermarket Type1,6615.3888,4.3
NCR41,17.85,0.018020588,12,OUT035,Health and Hygiene,94.4094,Medium,3,Tier 2,Supermarket Type1,1653.672616,1.075
DRG25,10.5,0.019157444,9,OUT017,Soft Drinks,184.524,High,2,Tier 2,Supermarket Type1,3039.029043,1.975
FDX01,10.1,0.024201905,17,OUT049,Canned,114.915,Medium,2,Tier 1,Supermarket Type1,2796.36,1.818
NCH55,16.35,0.03466576,12,OUT035,Household,125.902,Medium,3,Tier 2,Supermarket Type1,2140.703448,1.391
FDW58,20.75,0.013224491,31,OUT019,Snack Foods,106.4622,Medium,3,Tier 1,Grocery Store,-171.3079995,-0.111
FDB23,19.2,0.00559729,17,OUT049,Starchy Foods,224.8062,Very_High,2,Tier 1,Supermarket Type1,3706.694033,2.409
FDT33,7.81,0.033990657,19,OUT046,Snack Foods,166.1158,High,3,Tier 1,Supermarket Type1,2690.541056,1.749
FDU27,18.6,0.172446822,9,OUT017,Meat,47.1376,Low,2,Tier 2,Supermarket Type1,767.0016,0.499
NCP42,8.51,0.016143389,14,OUT045,Household,194.2478,High,2,Tier 2,Supermarket Type1,2324.9736,1.511
FDI46,9.5,0.074345268,19,OUT046,Snack Foods,251.9724,Very_High,3,Tier 1,Supermarket Type1,3523.4136,2.29
FDI26,5.94,0.035028853,7,OUT018,Canned,179.8344,High,2,Tier 3,Supermarket Type2,1249.0408,0.812
NCZ42,10.5,0.011287929,19,OUT046,Household,238.9248,Very_High,3,Tier 1,Supermarket Type1,3758.480307,2.443
FDP20,19.85,0.04592756,9,OUT017,Fruits and Vegetables,127.902,Medium,2,Tier 2,Supermarket Type1,2154.061558,1.4
NCO55,12.8,0.152377658,18,OUT010,Others,108.1938,Medium,2,Tier 3,Grocery Store,428.7752,0.279
FDY22,16.5,0.158947217,31,OUT027,Snack Foods,143.3128,High,2,Tier 3,Supermarket Type3,3765.677505,2.448
DRC36,13.0,0.078762707,31,OUT019,Soft Drinks,175.6054,High,3,Tier 1,Grocery Store,936.8801907,0.609
NCJ54,9.895,0.100540036,18,OUT010,Household,234.0642,Very_High,2,Tier 3,Grocery Store,1756.008491,1.141
FDJ50,8.645,0.021581922,12,OUT035,Canned,53.3982,Low,3,Tier 2,Supermarket Type1,1209.7586,0.786
NCI31,20.0,0.142393355,31,OUT019,Others,36.419,Low,3,Tier 1,Grocery Store,109.857,0.071
FDJ32,10.695,0.062702447,17,OUT049,Fruits and Vegetables,61.7536,Low,2,Tier 1,Supermarket Type1,1115.239129,0.725
FDD32,17.7,0.040733779,31,OUT027,Fruits and Vegetables,81.2276,Medium,2,Tier 3,Supermarket Type3,2820.099241,1.833
FDS11,7.05,0.055548003,12,OUT035,Breads,225.3088,Very_High,3,Tier 2,Supermarket Type1,5816.4288,3.781
FDU22,12.35,0.093824276,9,OUT017,Snack Foods,119.9124,Medium,2,Tier 2,Supermarket Type1,2014.7108,1.31
FDU56,16.85,0.044483108,17,OUT049,Fruits and Vegetables,184.2266,High,2,Tier 1,Supermarket Type1,3024.315579,1.966
FDV33,9.6,0.027498277,9,OUT017,Snack Foods,260.2304,Very_High,2,Tier 2,Supermarket Type1,4259.611623,2.769
NCI06,11.3,0.0479876,9,OUT017,Household,180.866,High,2,Tier 2,Supermarket Type1,2952.413259,1.919
FDF38,11.8,0.02633607,29,OUT013,Canned,40.6138,Low,1,Tier 3,Supermarket Type1,406.138,0.264
DRI25,19.6,0.056744064,18,OUT010,Soft Drinks,55.6614,Low,2,Tier 3,Grocery Store,165.7842,0.108
FDV09,12.1,0.020600553,17,OUT049,Snack Foods,147.5734,High,2,Tier 1,Supermarket Type1,3414.8882,2.22
FDU37,9.5,0.104488444,12,OUT035,Canned,77.896,Medium,3,Tier 2,Supermarket Type1,1997.4,1.298
FDF20,12.85,0.033355494,7,OUT018,Fruits and Vegetables,198.5768,High,2,Tier 3,Supermarket Type2,2875.343562,1.869
NCS18,12.65,0.042211119,19,OUT046,Household,108.6938,Medium,3,Tier 1,Supermarket Type1,1393.5194,0.906
FDR45,10.8,0.028988288,17,OUT049,Snack Foods,239.2222,Very_High,2,Tier 1,Supermarket Type1,6692.6216,4.35
NCR38,17.25,0.113980892,7,OUT018,Household,252.4724,Very_High,2,Tier 3,Supermarket Type2,3675.529082,2.389
FDI12,9.395,0.099912754,31,OUT027,Baking Goods,88.6856,Medium,2,Tier 3,Supermarket Type3,2925.423658,1.902
FDF57,14.5,0.059160135,9,OUT017,Fruits and Vegetables,170.7448,High,2,Tier 2,Supermarket Type1,2045.3376,1.329
FDQ57,7.275,0.027991093,17,OUT049,Snack Foods,145.976,High,2,Tier 1,Supermarket Type1,3515.424,2.285
NCF55,6.675,0.021648305,29,OUT013,Household,35.6874,Low,1,Tier 3,Supermarket Type1,952.7598,0.619
FDQ25,8.63,0.028391879,7,OUT018,Canned,173.9422,High,2,Tier 3,Supermarket Type2,4138.6128,2.69
FDZ08,12.5,0.110163385,17,OUT049,Fruits and Vegetables,83.6592,Medium,2,Tier 1,Supermarket Type1,1320.9472,0.859
FDL50,12.15,0.042485444,7,OUT018,Canned,125.0046,Medium,2,Tier 3,Supermarket Type2,1743.0644,1.133
FDD57,18.1,0.022291121,31,OUT027,Fruits and Vegetables,93.6094,Medium,2,Tier 3,Supermarket Type3,3713.1666,2.414
FDH41,9.0,0.081614376,31,OUT027,Frozen Foods,214.7534,Very_High,2,Tier 3,Supermarket Type3,5806.4418,3.774
FDS31,13.1,0.044372393,7,OUT018,Fruits and Vegetables,180.3318,High,2,Tier 3,Supermarket Type2,2886.9088,1.876
FDQ60,6.195,0.10935376,12,OUT035,Baking Goods,120.4098,Medium,3,Tier 2,Supermarket Type1,2110.716188,1.372
FDS14,7.285,0.087480308,31,OUT019,Dairy,158.3288,High,3,Tier 1,Grocery Store,622.03687,0.404
FDH24,20.7,0.021413299,29,OUT013,Baking Goods,158.2288,High,1,Tier 3,Supermarket Type1,2557.69072,1.662
FDB28,6.615,0.156307983,18,OUT010,Dairy,196.3426,High,2,Tier 3,Grocery Store,790.9704,0.514
FDS14,7.285,0.049963882,19,OUT046,Dairy,155.9288,High,3,Tier 1,Supermarket Type1,2485.095085,1.615
